
Buscar...
Código	Nombre	Estado	Cuenta Compras	Cuenta Ventas	Stock	Precio de Ultima Compra	Precio de Venta por Defecto	Etiqueta	Acciones
5953111971042	TEE 25-25-25 REHAU		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 6.406,63	$ 0,00		  
7070015600882	REHAU – RAUBASIC – PIEZA EN T25-20-20		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 4.378,47	$ 0,00		  
9809364111901	REHAU – RAUBASIC – PIEZA EN T25-20-16		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 4.369,84	$ 0,00		  
7069834681544	REHAU – RAUBASIC – PIEZA EN T25-16-25		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 5.461,59	$ 0,00		  
3194598939291	BOMBA PRESURIZADORA WILO PB-S125EA		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
5719428603	LIBRERIA OFICINA		Papelería y Útiles	Papelería y Útiles		$ 22.222,93	$ 0,00		  
9901158252357	CALEFON RINNAI RAR-E210 FEHB (TIRO FORZADO - CAMARA ABIERTA)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 445.900,00	$ 0,00		  
5842683543710	CALEFON RINNAI RAR-E330 FEHB		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 657.800,00	$ 0,00		  
8195349791410	AIRE ACONDICIONADO SPLIT DAIKIN CONFORT F/C 3500 - R410A - (25JXV1G+FXV1G)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
9595782709326	AIRE ACONDICIONADO SPLIT DAIKIN CONFORT F/C 6300 - R410A - (60JXV1G+FXV1G)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
4908235120847	AIRE ACONDICIONADO SPLIT DAIKIN KIARA SENSE F/C 3500 - R410A - (FTXS35A+RXN35F))		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8263444229568	AIRE ACONDICIONADO SPLIT DAIKIN KIARA SENSE F/C 6300 - R410A - (FTXS60A+RXN60C)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8282027362721	DETENTOR RECTO LUXOR GRUPO LATYN		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
9818527782519	CALDERA CALDAIA DIGITAL TOP X30F		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8235146970	KIT DE FLEXIBLES PARA CALEFON		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 91.446,00		  
5420898665171	BOMBA CIRCULADORA WILO STAR RS 25/6 - 130		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7202114388053	BOMBA DE CALOR HEATCRAFT HEC - 005 CS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
3875572482061	INTERCAMBIADOR DE CASCO Y TUBO TITANIO 25KW (22000 KCAL/H) - CONEXIÓN 3/4&quot;H		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
3814652970	REHAU - RAUBASIC - PE-Xa 16 X 2,0MM EVAL		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.697,31	$ 0,00		  
2641753089	KIT DE TUBOS SEPARADOS ECO NOVA MAIN 5		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 114.660,00	$ 0,00		  
2139411943451	TUBO 1M x 80MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7149675898361	TUBO 3M x 80MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7357636689857	TUBO COAXIAL 60/100 POR 1M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
1201832528009	CALDERA FERROLI FORTUNA F 24		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.004.412,15	$ 0,00		  
0741538692	REHAU SISTEMA SOLAR INTEGRADO SPM150L		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
5346879120	KIT DE FLEXIBLES HIDRÁULICOS PARA CALEFÓN		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
4233154489957	TERMOSTATO DE AMBIENTE ANALOGICO LATYNCLIMA		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 17.661,40	$ 0,00		  
2092852423840	PURGADOR MANUAL MEDIA PULGADA CON LLAVE		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.502,85	$ 0,00		  
4315274398114	CALDERA CALDAIA XA30C TIRO NATURAL (19800 KCAL/H)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2026221613734	CALDERA PEISA DIVA 24 DSN (DOBLE SERVICIO TIRO NATURAL)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
1927793182810	CALEFON PEISA 14 LITROS TIRO FORZADO BALANCEADO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
5478106448841	CALEFON RINNAI RAR-E210 (TIRO FORZADO BALANCEADO)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 468.000,00	$ 0,00		  
9737637307865	CALEFON ELECTRICO. Euterma 8kw - 5 lts/min Calefon Hadron Digital 8 Kw		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
0825139746	INTERCAMBIADOR DE CALOR FWC012 X 30 FLOWING 43000KCAL/H		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 290.440,50	$ 0,00		  
1210495560864	AIRE ACONDICIONADO SPLIT MIDEA INVERTER 3096kCAL/H - R32 (MSNIC-12H-KN81F		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2604973518	ROPA PERSONAL		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 29.204,00	$ 0,00		  
9755688295712	Toallero Kanah 800 NEGRO (450mm entre ejes )		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 100.070,72	$ 0,00		  
5563986551233	BOMBA PRESURIZADORA WILO PB-088 (DOS BAÑOS)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2416795038	VALVULA ESFERICA METAL 3/4		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 8.870,40	$ 0,00		  
8491275360	RADIADOR MILANO 1000 NEGRO X ELEMENTO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 66.422,65	$ 0,00		  
5819037642	roseta acero inox p niple cromado de 1/2- nova clima		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 177,60	$ 0,00		  
0492678153	INTERCAMBIADOR PLACA 40KW		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 55.309,10	$ 0,00		  
1673954208	KIT DET+LLAVE 1/2 ESC NIK-CRO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 74.620,70	$ 0,00		  
6781249053	TERMOSTATO ASUA HY510WW WIFI (RECTANGULAR NEGRO)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 66.372,10	$ 94.110,00		  
42637736627	SHIMGE - Bomba presurizadora velocidad variable 1.35HP 8/10C		Bienes de Cambio (Factura Recibida)	Ventas Brutas de Bienes		$ 654.101,70	$ 0,00		  
0197254836	REHAU-RAUBASIC-ACOPLAMIENTO ROSCA EXT 20 R 1/2&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 3.668,87	$ 0,00		  
4369278015	REHAU-RAUBASIC-ACOPLAMIENTO ROSCA EXT 25 RP 3/4&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 6.785,28	$ 0,00		  
2950761834	REHAU-RAUBASIC-ACOPLAMIENTO ROSCA INTER 20 RP 1/2&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 3.345,02	$ 0,00		  
7456802913	REHAU-RAUBASIC-ACOPLAMIENTO ROSCA INTER 25 RP 3/4&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 4.644,02	$ 0,00		  
4571632089	REHAU-RAUBASIC-ACOPLAMIENTO RACOR MOVIL 25 R- 3/4&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8572043196	REHAU-RAUBASIC-ACOPLAMIENTO RACOR MOVIL 32 G- 1&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 12.181,72	$ 0,00		  
9748310652	REHAU-RAUBASIC-CODO ROSCA INT.20-RP 1/2&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 5.415,16	$ 0,00		  
5503986018024	TERMOSTATO ASUA HY316WW WIFI (CIRCULAR NEGRO CON FONDO BLANCO) 2.4Ghz Y 5.0Ghz		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 68.712,48	$ 153.967,00		  
6888813590440	BOMBA PRESURIZADORA SHIMGE MODELO ECO 2 BAÑOS (ZP 15-90-16B)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 81.876,00	$ 0,00		  
8435796021	CENTRO DE CONTROL PARA TERMOSTATIZACION (ASUA)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 48.915,33	$ 0,00		  
4872651039	ASUA CODO ROSCA HEMBRA 16*1/2		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 2.434,82	$ 0,00		  
6652555882921	SHIMGE - Bomba presurizadora Inteligente PW-550Z		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 427.637,19		  
6579468902803	ELEMENTO DE RADIADOR RADIARTE MILANO 800MM BLANCO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 72.000,00		  
6009069537059	ABLANDADOR DE AGUA ELEKTRIM HF2100 - HASTA 900PPM DUREZA		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 768.760,23	$ 999.388,30		  
3426327961270	GABINETE PARA ABLANDADORES ELEKTRIM 1600/2100//2500		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 185.514,00	$ 268.995,30		  
5557240735246	CALDERA BAXI DUO TEC COMPACT (CONDENSACIÓN) DT28 (28.000Kcal/h)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.848.000,00	$ 2.587.200,00		  
6495595536932	ELEMENTO DE RADIADOR RADIATORI 2000 MODELO PLUSS 800MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 27.000,00	$ 39.150,00		  
2233783568799	ELEMENTO DE RADIADOR RADIATORI 2000 MODELO PLUSS 600MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 22.000,00	$ 31.900,00		  
3685929674659	ELEMENTO DE RADIADOR RADIATORI 2000 MODELO PLUSS 500MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 22.000,00	$ 31.900,00		  
6554228699833	ELEMENTO DE RADIADOR RADIATORI 2000 MODELO PLUSS 700MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 22.000,00	$ 30.800,00		  
9885838417205	CALDERA ELECTRICA FLOWING MINI SC-10 (COMPACTA)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8531067724158	CAÑO COAXIAL 100/60 PARA SALIDA DE HUMOS X 2 METROS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 108.000,00	$ 165.600,00		  
5841092367	VIAJES EMPRESARIALES		Movilidad y Viaticos	Movilidad y Viaticos		$ 143.030,91	$ 0,00		  
8151214005446	Caldera DemirDokum ATRON 24 - DS / TF (Monotermica)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.020.528,00	$ 1.428.739,20		  
1219507336146	ELEMENTO DE RADIADOR PLUSS GRAFITO 500 (500MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1,00	$ 1,45		  
1645920738	BLISTER NIPLE FLEXIBLE PARA RADIADOR X2		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 19.009,31	$ 0,00		  
7532967219368	ELEMENTO DE RADIADOR TRIANGULAR PLUSS 500 (500MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
4881718271836	ELEMENTO DE RADIADOR TRIANGULAR PLUSS 350 (350MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8222913645107	TOALLERO ELECTRICO EUTERMA MARTINA 115 BLANCO CON TERMOSTATO (600W)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
3693825687982	SEPARADOR HIDRAÚLICO 180000 kcal/h		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2167853094	KIT FLEXIBLES EXTENSIBLES GAS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 40.549,08	$ 0,00		  
6192900577784	ELEMENTO DE RADIADOR MILANO 1000MM BLANCO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7893460125	COLECTOR ITAP ACERO INOX PREMONTADO CON CAUDALIMETROS X 4 SALIDAS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 652.844,50		  
1080336014326	ITAP GRUPO TERMINAL ORIENTABLE CON DESCARGA Y PURGA AUTOMÁTICA 1”		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 104.051,00		  
8193946676160	ITAP Kit válvula esfera rectas con unión y termómetro 1&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 298.048,00		  
9571737108091	ELEMENTO DE RADIADOR TRIANGULAR PLUSS 800 (800MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 27.000,00	$ 0,00		  
3586107249	Honorarios profesionales		Honorarios Profesionales	Honorarios Profesionales		$ 350.000,00	$ 0,00		  
9276804351	KIT ADAPTADOR SALIDA DE GASES ECO NOVA		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 30.246,14	$ 0,00		  
6634097470587	Aporte de Obra Social a Pagar		Cargas Sociales a Pagar	Cargas Sociales a Pagar		$ 0,00	$ 0,00		  
5865271060071	SUELDO EXTRAORDINARIO		Gratificaciones al Personal	Gratificaciones al Personal		$ 0,00	$ 0,00		  
5474456814504	AGUINALDO		Aguinaldo SAC	Aguinaldo SAC		$ 0,00	$ 0,00		  
9921766247123	OBRA SOCIAL A PAGAR		Cargas Sociales a Pagar	Cargas Sociales a Pagar		$ 0,00	$ 0,00		  
7138865284920	ELEMENTO DE RADIADOR NEREUS 500MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 11.787,75	$ 16.502,85		  
8933515574821	VALVULA TERMOSTÁTICA GIACOMINI		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
3292819124240	VACACIONES		Vacaciones	Vacaciones		$ 0,00	$ 0,00		  
730952374446	CALDERA BAXI LUNA DUO TEC E (CONDENSACIÓN BOMBA MODULANTE) DT+33 (33.000Kcal/h)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 2.440.875,00	$ 3.124.320,00		  
345309934885	INTERCAMBIADOR DE CASCO Y TUBO BOWMAN (ACERO INOX 304) 80KW		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.103.363,00	$ 1.379.203,75		  
1629310397491	ELEMENTO DE RADIADOR TRIANGULAR BEST 500MM		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
9592543851234	SERVICIO DE MANO DE OBRA		Ventas Brutas de Servicios	Ventas Brutas de Servicios		$ 400.000,00	$ 0,00		  
0592143768	REHAU-ADAPTADOR DE CONEXION EUROKONUS 20		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 5.441,62	$ 0,00		  
3015264897	RAUBASIC- PIEZA EN T HEMBRA 16-RP 1/2		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 4.182,85	$ 0,00		  
4670213958	VALVULA PARA RADIADOR EN ANGULO 1/2&quot; ITAP		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 15.651,90	$ 0,00		  
7960158432	DETENTOR PARA RADIADOR EN ANGULO1/2&quot; ITAP		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 14.077,80	$ 0,00		  
5215110584860	TERMINAL RECTO R.I. 1 x 32 ROSCA LOCA REHAU		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7843156290	SALIDA DE GASES 75 CM P/CALDERAS D		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 30.246,14	$ 0,00		  
938034	UNIDAD CONDENSADORA BLUESTAR MOU36HRS ON/OFF LCAC 3TR 380V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.178.793,00	$ 1.532.430,90		  
938404	UNIDAD EVAPORADORA BLUESTAR MTB36HR ON/OFF B.S 3TR 220V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 507.991,00	$ 660.388,30		  
938038	UNIDAD CONDENSADORA BLUESTAR MOU60HRS ON/OFF LCAC 5TR 380V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.421.064,00	$ 1.847.383,20		  
938408	UNIDAD EVAPORADORA BLUESTAR MTB60HR ON/OFF B.S 5TR 220V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 592.650,00	$ 770.445,00		  
979043	UNIDAD CONDENSADORA BLUESTAR TOD30U36HDN1 INVERTER 3TR 380V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.482.059,50	$ 1.926.677,35		  
979023	UNIDAD EVAPORADORA BLUESTAR TTI-36HWDN1 B.S INVERTER 3TR 220		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 805.388,00	$ 1.047.004,40		  
979045	UNIDAD CONDENSADORA BLUESTAR TOE30U55HDN1 INVERTER 5TR 380V		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 2.068.526,50	$ 2.689.084,45		  
979025	UNIDAD EVAPORADORA BLUESTAR TTI-55HWDN1 B.S INVERTER 5TR 220		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 776.112,50	$ 1.008.946,25		  
1534938010222	TIRA 2M C1-F-006 AISLACION ELASTOMERICA (PARA TUBO DE 1/4)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.833,15	$ 2.291,44		  
2950551261551	PIEZA (BARCO) 25-20-16-16-16 REHAU		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
3856828581679	PIEZA (BARCO) 25-20-16-16 REHAU		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
6504891327	BOMBA PRES. 4 BAÑOS 220V ZP 20-12-180		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 137.892,00	$ 0,00		  
2099923286763	TIRA 2M C1-F-010 AISLACION ELASTOMERICA (PARA CAÑO DE 3/8)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.359,00	$ 1.698,75		  
9905198982020	TIRA 2M C1-F-012 AISLACION ELASTOMERICA (PARA CAÑO DE 1/2&quot;)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.237,50	$ 1.546,87		  
8660929256594	TIRA 2M C1-F-015 AISLACION ELASTOMERICA (PARA CAÑO DE 5/8&quot;)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 2.891,00	$ 3.758,30		  
7833376392838	CANO DE COBRE FRACCIONADO 1/4&quot; 6.35mm 0.13 KG/MT esp. 0.8mm		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 29.663,70	$ 37.079,63		  
3682241225512	CANO DE COBRE FRACCIONADO 3/8&quot; 9.52mm 0.20 KG/MT esp. 0.8mm		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 29.663,70	$ 37.079,63		  
8911330586348	CANO DE COBRE FRACCIONADO 1/2* 12.70mm 0.27KG/M esp. 0.8mm		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 29.663,70	$ 37.079,63		  
837667687782	CANO DE COBRE FRACCIONADO 5/8*15.875MM* 0.34KG/M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 29.663,70	$ 37.079,63		  
8275083977667	CINTA PVC 20MTS X 7CM CON ADHESIVO - BLANCA -		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 3.636,00	$ 4.545,00		  
3853497247525	CAJA EMPOTRAR 434x110x70 MM DESAG HORIZ - BLANCA - 70MM PROF		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 6.007,00	$ 7.508,75		  
5128457333914	MANO DE OBRA PREINSTALACIÓN DE SISTEMA DE CAÑERÍA PARA AIRE ACONDICIONADO		Costo de Mercaderia Vendida	Ventas Brutas de Servicios		$ 0,00	$ 0,00		  
9068223333346	BONO UOCRA		Sueldos Extraordinarios	Sueldos Extraordinarios		$ 0,00	$ 0,00		  
7480312596	EUTERMA 200 CM ADICIONALES DE HUMMO TB(117002)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 63.894,15	$ 0,00		  
2491863075	EUTERMA 100 CM ADICIONALES DE HUMOS 80 MM(300049)(117002)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 30.353,10	$ 0,00		  
3497610582	EUTERMA KIT SALIDA DE HUMOS TF INOX 80(3000481)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 55.570,50	$ 0,00		  
4017869235	EUTERMA KIT COAXIAL SALIDA HUMOS TB 6(300046)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 57.049,20	$ 0,00		  
9213485607	RADIADOR ALUMINIO BEST BLANCO 500		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 18.060,00	$ 0,00		  
8056493721	REHAU ADAPTADOR DE CONEXION EUROKONUS 16*2.0		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 5.940,64	$ 0,00		  
5713240968	BOMBA DE CALOR ECOPOOL EP-50M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2591387064	50 CM ADICIONALES DE HUMOS TB		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 15.971,55	$ 0,00		  
7061425983	100 CM ADICIONALES DE HUMOS TB		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 31.951,05	$ 0,00		  
4051327689	KIT COAXIAL SALIDA HUMOS TB 6		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 57.049,20	$ 0,00		  
2086513947	75 CM ADICIONALES DE HUMOS TF		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 23.166,30	$ 0,00		  
1049357268	CAÑO CORRUGADO BLANCO 1´´ X MTS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7549203168	CAÑO CORRUGADO BLANCO 1 1/2´´ X MTS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
1456372098	TOALLERO CURVO NEREUS 80 BLANCO (450MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 52.426,20	$ 0,00		  
3052891674	TOALLERO CURVO NEREUS 80 NEGRO (450MM ENTRE EJES)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 62.839,26	$ 0,00		  
7405239681	RADIADOR ALUMINIO BEST BLANCO 350		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 18.600,00	$ 0,00		  
7074100364712	SHIMGE BOMBA presurizadora de velocidad variable PE404X		Bienes de Cambio (Factura Recibida)	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
2163262842083	RINNAI KIT CONVERSION GPL		Bienes de Cambio (Factura Recibida)	Ventas Brutas de Bienes		$ 79.424,00	$ 0,00		  
4305148037731	Servicio externo - sistema de calefacción por agua		Monotributo y Autónomos	Monotributo y Autónomos		$ 218.800,00	$ 0,00		  
5735933937241	CALDERA CALDAIA ECCO 24 GN		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
8645129307	MANTA AISLANTE ALUMINIO 10MM ESPESOR		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
5819625397068	BOMBA DE CALOR HEATCRAFT HEC - 007 CS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
5783643929278	REGLETA CENTRAL PARA AUTOMATIZACIÓN TIEMME 7 VIAS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
7301135885682	REGLETA CENTRAL PARA AUTOMATIZACIÓN IGSAN 2 VIAS		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
1709962096582	TERMOSTATO PRONTO HT-18 NP		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 17.661,40	$ 0,00		  
2897888742151	TERMOSTATO AET7-BGL		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 17.661,40	$ 0,00		  
3678420195	PRECINTO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 6.392,88	$ 0,00		  
1523905318308	EPS 20MM X 10KG (AISLACION DE TELGOPOR)		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 11.578,75	$ 0,00		  
7034629518	TAPON MACHO 1/2&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 115,20	$ 0,00		  
7953860142	TAPON MACHO 3/4&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 172,80	$ 0,00		  
4137509682	CAÑAMO		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 374,40	$ 0,00		  
5781429603	CORRUGADO 1&quot; AZUL 16-19-25 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 10.080,00	$ 0,00		  
4152706389	CORRUGADO 1&quot; ROJO 16-19-25 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 10.080,00	$ 0,00		  
3290845617	CORRUGADO 1 1/4&quot; AZUL 20-25-32 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 14.875,20	$ 0,00		  
6459713082	CORRUGADO 1 1/4&quot; ROJO 20-25-32 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 14.875,20	$ 0,00		  
6835197042	CORRUGADO 1 1/2&quot; AZUL 26--32-38 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 17.280,00	$ 0,00		  
7092563841	CORRUGADO 1 1/2&quot; ROJO 26--32-38 MM*25M		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 17.280,00	$ 0,00		  
4036969830517	ELEMENTO DE RADIADOR REHAU 500		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 111.557,69	$ 156.180,77		  
2516094738	JUNTA 1&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 1.026,95	$ 0,00		  
1673804529	JUNTA 3/4&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 780,90	$ 0,00		  
7182693450	JUNTA 1/2&quot;		Costo de Mercaderia Vendida	Ventas Brutas de Bienes		$ 0,00	$ 0,00		  
